COUNTRY,YEAR,RACE NAME,COURSE,RACE GRADE,DISTANCE,WINNER,JOCKEY,TRAINER,
France,2009,Prix de Ris-Orangis,Maisons-Laffitte,G3,6f,Tiza,Dominique Boeuf,Alain de Royer-Dupré,
France,2009,Grand Prix de Vichy,Vichy,G3,1m 2f,Daly Daly,Christophe Soumillon,Robert Laplanche,
France,2009,Prix Messidor,Maisons-Laffitte,G3,1m,Alnadana,Christophe Soumillon,Alain de Royer-Dupré,
France,2009,Prix de Psyché,Deauville,G3,1m 2f,Board Meeting,Anthony Crastus,Élie Lellouche,
France,2009,Prix de Cabourg,Deauville,G3,6f,Zanzibari,Maxime Guyon,André Fabre,
France,2009,Prix Minerve,Deauville,G3,1 4½f ,Kalla,Maxime Guyon,André Fabre,
France,2009,Prix de Lieurey,Deauville,G3,1m,Soneva,Christophe Soumillon,Yves de Nicolay,
France,2009,Prix Gontaut-Biron,Deauville,G3,1m 2f,Crossharbour,Stéphane Pasquier,André Fabre,
France,2009,Prix Daphnis,Deauville,G3,1m,Golden Century,Maxime Guyon,André Fabre,
France,2009,Prix de Meautry,Deauville,G3,6f,Mariol,Christophe Lemaire,Robert Collet,
France,2009,Prix Quincey,Deauville,G3,1m,Racinger,Davy Bonilla,Freddy Head,
France,2009,Prix d'Arenberg,Chantilly,G3,​5 1⁄2 furlongs,Sorciere,Gérald Mossé,Carlos Lerner,
France,2009,Prix La Rochette,Longchamp,G3,7f,Buzzword,Ahmed Ajtebi,Saeed bin Suroor,
France,2009,Prix de Lutèce,Longchamp,G3,1m 7f,Wajir,Anthony Crastus,Élie Lellouche,
France,2009,Prix d'Aumale,Chantilly,G3,1m,Middle Club,Ioritz Mendizabal,Richard Hannon,
France,2009,Prix des Chênes,Longchamp,G3,1m,Behkabad,Christophe Lemaire,Jean-Claude Rouget,
France,2009,Prix Gladiateur,Longchamp,G3,1 7½f ,Kasbah Bliss,Thierry Thulliez,François Doumen,
France,2009,Prix du Petit Couvert,Longchamp,G3,5f,War Artist,Olivier Peslier,James Eustace,
France,2009,Prix du Pin,Longchamp,G3,7f,Proviso,Stéphane Pasquier,André Fabre,
France,2009,Prix Eclipse,Maisons-Laffitte,G3,6f,Eightfold Path,Stéphane Pasquier,Pascal Bary,
France,2009,La Coupe de Maisons-Laffitte,Maisons-Laffitte,G3,1m 2f,Chinchon,Gérald Mossé,Carlos Laffon-Parias,
France,2009,Prix du Prince d'Orange,Longchamp,G3,1m 2f,Cirrus des Aigles,Franck Blondel,Corine Barande-Barbe,
France,2009,Prix de Condé,Chantilly,G3,1m 1f,Zeitoper,Ahmed Ajtebi,Saeed bin Suroor,
France,2009,Prix Thomas Bryon,Saint-Cloud,G3,1m,Circumvent,Ioritz Mendizabal,Paul Cole,
France,2009,Prix des Réservoirs,Deauville,G3,1m,Barouda,Olivier Peslier,Jean-Marie Béguigné,
France,2009,Prix de Flore,Saint-Cloud,G3,1m 2½f,Celimene,Yann Lerner,Carlos Lerner,
France,2009,Prix Perth,Saint-Cloud,G3,1m,Zafisio,Dominique Boeuf,Roger Curtis,
France,2009,Prix Miesque,Maisons-Laffitte,G3,7f,Lixirova,Grégory Benoist,David Smaga,
France,2009,Prix de Seine-et-Oise,Maisons-Laffitte,G3,6f,Dunkerque,Dominique Boeuf,Criquette Head,
France,2009,Prix Fille de l'Air,Toulouse,G3,1m 2½f,Synergy,Olivier Peslier,Yan Durepaire,
France,2009,Prix André Baboin,Lyon,G3,1m 2f,Starlish,Anthony Crastus,Élie Lellouche,
Republic of Ireland,2009,Abergwaun Stakes,Tipperary,LR,5f ,Perfect Polly,Fran Berry,James M Ryan,
Republic of Ireland,2009,Alleged Stakes,Curragh,LR,1m 2f ,Baron De'L,Fran Berry,Edward P Harty,
Republic of Ireland,2009,Amethyst Stakes,Leopardstown,G3,1m,Summit Surge,Keagan Latham,Ger Lyons,
Republic of Ireland,2009,Anglesey Stakes,Curragh,G3,6f 63y,Walk on Bye,Wayne Lordan,Tommy Stack,
Republic of Ireland,2009,Athasi Stakes,Curragh,G3,7f,Emily Blake,Johnny Murtagh,John Hayden,
Republic of Ireland,2009,Balanchine Stakes,Curragh,LR,6f,Long Lashes,Fran Berry,Jessica Harrington,
Republic of Ireland,2009,Ballycorus Stakes,Leopardstown,G3,7f,Duff,Fran Berry,Edward Lynam,
Republic of Ireland,2009,Ballyogan Stakes,Leopardstown,G3,6f,Lesson in Humility,Andrew Elliott,Karl Burke,
Republic of Ireland,2009,"Irish 2,000 Guineas",Curragh,G1,1m,Mastercraftsman,Johnny Murtagh,Aidan O'Brien,
Republic of Ireland,2009,Tattersalls Gold Cup,Curragh,G1,1m 2f 110y,Casual Conquest,Pat Smullen,Dermot Weld,
Republic of Ireland,2009,"Irish 1,000 Guineas",Curragh,G1,1m,Again,Johnny Murtagh,David Wachman,
Republic of Ireland,2009,Pretty Polly Stakes,Curragh,G1,1m 2f,Dar Re Mi,Jimmy Fortune,John Gosden,
Republic of Ireland,2009,Irish Derby,Curragh,G1,1m 4f,Fame and Glory,Johnny Murtagh,Aidan O'Brien,
Republic of Ireland,2009,Irish Oaks,Curragh,G1,1m 4f,Sariska,Jamie Spencer,Michael Bell,
Republic of Ireland,2009,Phoenix Stakes,Curragh,G1,6f,Alfred Nobel,Johnny Murtagh,Aidan O'Brien,
Republic of Ireland,2009,Matron Stakes,Leopardstown,G1,1m,Rainbow View,Jimmy Fortune,John Gosden,
Republic of Ireland,2009,Irish Champion Stakes,Leopardstown,G1,1m 2f,Sea the Stars,Michael Kinane,John Oxx,
Republic of Ireland,2009,Moyglare Stud Stakes,Curragh,G1,7f,Termagant,Declan McDonogh,Kevin Prendergast,
Republic of Ireland,2009,Vincent O'Brien National Stakes,Curragh,G1,7f,Kingsfort,Declan McDonogh,Kevin Prendergast,
Republic of Ireland,2009,Irish St. Leger,Curragh,G1,1m 6f,Alandi,Michael Kinane,John Oxx,
Republic of Ireland,2009,Flying Five Stakes,Curragh,G3,5f,Reverence,Willie Supple,Eric Alston,
Republic of Ireland,2009,Mooresbridge Stakes,Curragh,G3,1m 2f,Curtain Call,Fran Berry,Luca Cumani,
Republic of Ireland,2009,Ridgewood Pearl Stakes,Curragh,G3,1m,Emily Blake,Johnny Murtagh,John Hayden,
Republic of Ireland,2009,Railway Stakes,Curragh,G2,6f,Alfred Nobel,Johnny Murtagh,Aidan O'Brien,
Republic of Ireland,2009,Curragh Cup,Curragh,G3,1m 6f,Profound Beauty,Pat Smullen,Dermot Weld,
Republic of Ireland,2009,Sapphire Stakes,Curragh,G3,5f,Benbaun,Pat Smullen,Kevin Ryan,
Republic of Ireland,2009,Kilboy Estate Stakes,Curragh,LR,1m 1f,She's Our Mark,Danny Grant,Pat Flynn,
Republic of Ireland,2009,Minstrel Stakes,Curragh,G3,7f,Three Rocks,Kevin Manning,Jim Bolger,
Republic of Ireland,2009,Tetrarch Stakes,Curragh,LR,7f,Vocalised,Kevin Manning,Jim Bolger,
Republic of Ireland,2009,Gladness Stakes,Curragh,G3,7f,Mad About You,Pat Smullen,Dermot Weld,
Republic of Ireland,2009,Vintage Crop Stakes,Navan,LR,1m 6f,Alandi,Michael Kinane,John Oxx,
Republic of Ireland,2009,Salsabil Stakes,Navan,LR,1m 2f ,Indiana Gal,Fran Berry,Patrick Martin,
Republic of Ireland,2009,Woodlands Stakes,Naas,LR,5f ,Inxile,Adrian Nicholls,David Nicholls,
Republic of Ireland,2009,Debutante Stakes,Curragh,G2,7f,Lillie Langtry,Johnny Murtagh,Aidan O'Brien,
Republic of Ireland,2009,Futurity Stakes,Curragh,G2,7f,Cape Blanco,Johnny Murtagh,Aidan O'Brien,
Republic of Ireland,2009,Solonaway Stakes,Leopardstown,G3,1m,Border Patrol,Kevin Manning,Roger Charlton,
Republic of Ireland,2009,Blandford Stakes,Curragh,G2,1m 2f,Chinese White,Pat Smullen,Dermot Weld,
Republic of Ireland,2009,Beresford Stakes,Curragh,G2,1m,St Nicholas Abbey,Johnny Murtagh,Aidan O'Brien,
Republic of Ireland,2009,Park Express Stakes,Curragh,G3,1m,Oh Goodness Me,Davy Moran,Jim Bolger,
Republic of Ireland,2009,"Leopardstown 1,000 Guineas Trial Stakes",Leopardstown,G3,7f,Maoineach,Kevin Manning,Jim Bolger,
Republic of Ireland,2009,Ballysax Stakes,Leopardstown,G3,1m 2f,Fame and Glory,Johnny Murtagh,Aidan O'Brien,
Republic of Ireland,2009,Blue Wind Stakes,Naas,G3,1m 2f,Beauty O' Gwaun,Michael Kinane,John Oxx,
Republic of Ireland,2009,"Irish 1,000 Guineas Trial",Leopardstown,G3,1m,Baliyana,Michael Kinane,John Oxx,
Republic of Ireland,2009,Derrinstown Stud Derby Trial,Leopardstown,G2,1m 2f,Fame and Glory,Seamie Heffernan,Aidan O'Brien,
Republic of Ireland,2009,Fillies' Sprint Stakes,Naas,LR,6f,Lillie Langtry,Johnny Murtagh,Aidan O'Brien,
Republic of Ireland,2009,Greenlands Stakes,Curragh,G3,6f,Utmost Respect,Declan McDonogh,Richard Fahey,
Republic of Ireland,2009,Gallinule Stakes,Curragh,G3,1m 2f,Grand Ducal,Johnny Murtagh,Aidan O'Brien,
Republic of Ireland,2009,Munster Oaks,Cork,G3,1m 4f,Grace O'Malley,Pat Smullen,Dermot Weld,
Republic of Ireland,2009,International Stakes,Curragh,G3,1m 2f,Famous Name,Pat Smullen,Dermot Weld,
Republic of Ireland,2009,Brownstown Stakes,Fairyhouse,G3,7f,Glowing,Fran Berry,Charles O'Brien,
Republic of Ireland,2009,Challenge Stakes,Leopardstown,LR,1m 6f,Profound Beauty,Pat Smullen,Dermot Weld,
Republic of Ireland,2009,Silver Flash Stakes,Leopardstown,G3,7f,Cabaret,Johnny Murtagh,Aidan O'Brien,
Republic of Ireland,2009,Tyros Stakes,Leopardstown,G3,7f,Cape Blanco,Johnny Murtagh,Aidan O'Brien,
Republic of Ireland,2009,Meld Stakes,Leopardstown,G3,1m 1f,She's Our Mark,Danny Grant,Pat Flynn,
Republic of Ireland,2009,Give Thanks Stakes,Cork,G3,1m 4f,Tamarind,Colm O'Donoghue,Aidan O'Brien,
Republic of Ireland,2009,Ballyroan Stakes,Leopardstown,G3,1m 4f,Profound Beauty,Pat Smullen,Dermot Weld,
Republic of Ireland,2009,Phoenix Sprint Stakes,Curragh,G3,6f,Girouette,Pat Shanahan,Tracey Collins,
Republic of Ireland,2009,Desmond Stakes,Leopardstown,G3,1m,Famous Name,Pat Smullen,Dermot Weld,
Republic of Ireland,2009,Fairy Bridge Stakes,Tipperary,LR,7f 100y,Choose Me,Declan McDonogh,Kevin Prendergast,
Republic of Ireland,2009,Royal Whip Stakes,Curragh,G3,1m 2f,Casual Conquest,Pat Smullen,Dermot Weld,
Republic of Ireland,2009,Victor McCalmont Memorial Stakes,Gowran Park,LR,1m 1f 100y,She's Our Mark,Danny Grant,Patrick J. Flynn,
Republic of Ireland,2009,Irish St Leger Trial Stakes,Curragh,G3,1m 6f,Alandi,Michael Kinane,John Oxx,
Republic of Ireland,2009,Flame Of Tara Stakes,Curragh,LR,1m,Corcovada,Fran Berry,Edward P Harty,
Republic of Ireland,2009,Round Tower Stakes,Curragh,G3,6f,Arctic,Pat Shanahan,Tracey Collins,
Republic of Ireland,2009,Snow Fairy Stakes,Curragh,G3,1m 1f,Chinese White,Pat Smullen,Dermot Weld,
Republic of Ireland,2009,Golden Fleece Stakes,Leopardstown,LR,7f,Perfect Symmetry,Keagan Latham,Ger Lyons,
Republic of Ireland,2009,Kilternan Stakes,Leopardstown,G3,1m 4f,Poet,Johnny Murtagh,Aidan O'Brien,
Republic of Ireland,2009,Denny Cordell Lavarack Fillies Stakes,Gowran Park,G3,1m 1f 100y,Ave,Richard Mullen,Sir Michael Stoute,
Republic of Ireland,2009,Weld Park Stakes,Curragh,G3,7f,Lady Springbank,Willie Supple,Paul Deegan,
Republic of Ireland,2009,Renaissance Stakes,Curragh,G3,6f,Snaefell,Fran Berry,Michael Halford,
Republic of Ireland,2009,Diamond Stakes,Dundalk,G3,1m 2f 150y,Mastercraftsman,Johnny Murtagh,Aidan O'Brien,
Republic of Ireland,2009,Concorde Stakes,Tipperary,G3,7f 100y,Duff,Fran Berry,Edward Lynam,
Republic of Ireland,2009,Killavullan Stakes,Leopardstown,G3,7f,Free Judgement,Kevin Manning,Jim Bolger,
Republic of Ireland,2009,Mercury Stakes,Dundalk,LR,5f ,Arganil,Keagan Latham,Kevin Ryan,
Republic of Ireland,2009,Eyrefield Stakes,Leopardstown,LR,1m 1f,Mikhail Glinka,Seamie Heffernan,Aidan O'Brien,
Republic of Ireland,2009,Loughbrown Stakes,Curragh,LR,7f,Vocalised,Kevin Manning,Jim Bolger,
Republic of Ireland,2009,"Leopardstown 2,000 Guineas Trial Stakes",Leopardstown,G3,7f,Recharge,Chris Hayes,Kevin Prendergast,
Republic of Ireland,2009,Heritage Stakes,Leopardstown,LR,1m,Kargali,Michael Kinane,John Oxx,
Republic of Ireland,2009,Saval Beg Stakes,Leopardstown,LR,1m 6f,Hindu Kush,Chris Hayes,David Nicholls,
Republic of Ireland,2009,Marble Hill Stakes,Curragh,LR,6f,Wrong Answer,Chris Hayes,Kevin Prendergast,
Republic of Ireland,2009,Silver Stakes,Curragh,LR,1m 2f ,Deauville Vision,Rory Cleary,Michael Halford,
Republic of Ireland,2009,Nijinsky Stakes,Leopardstown,LR,1m 4f,Shreyas,Kevin Manning,Jim Bolger,
Republic of Ireland,2009,Glencairn Stakes,Leopardstown,LR,1m,Shreyas,Kevin Manning,Jim Bolger,
Republic of Ireland,2009,Celebration Stakes,Curragh,LR,1m,Famous Name,Pat Smullen,Dermot Weld,
Republic of Ireland,2009,Belgrave Stakes,Curragh,LR,6f,Aine,Wayne Lordan,Tommy Stack,
Republic of Ireland,2009,Ulster Derby,Down Royal,LR,1m 4f 150y,Changingoftheguard,Colm O'Donoghue,Aidan O'Brien,
Republic of Ireland,2009,Her Majesty's Plate,Down Royal,LR,1m 6f,Trojan War,Sean Levey,Aidan O'Brien,
Republic of Ireland,2009,Lenebane Stakes,Roscommon,LR,1m 4f,Alaivan,Michael Kinane,John Oxx,
Republic of Ireland,2009,Tipperary Stakes,Tipperary,LR,5f ,Our Jonathan,Fran Berry,Kevin Ryan,
Republic of Ireland,2009,Sweet Mimosa Stakes,Naas,LR,6f,Girouette,Pat Shanahan,Tracey Collins,
Republic of Ireland,2009,Platinum Stakes,Cork,LR,1m,Latin Love,Wayne Lordan,David Wachman,
Republic of Ireland,2009,El Gran Senor Stakes,Tipperary,LR,7f 100y,Viscount Nelson,Johnny Murtagh,Aidan O'Brien,
Republic of Ireland,2009,Hurry Harriet Stakes,Gowran Park,LR,1m 1f 100y,Chinese White,Pat Smullen,Dermot Weld,
Republic of Ireland,2009,Ruby Stakes,Killarney,LR,1m 100y,Poet,Sean Levey,Aidan O'Brien,
Republic of Ireland,2009,Curragh Stakes,Curragh,LR,5f ,Arctic,Pat Shanahan,Tracey Collins,
Republic of Ireland,2009,Oyster Stakes,Galway,LR,1m 4f,Aliyfa,Michael Kinane,John Oxx,
Republic of Ireland,2009,Blenheim Stakes,Fairyhouse,LR,6f,Song Of My Heart,Michael Kinane,David Wachman,
Republic of Ireland,2009,Martin Molony Stakes,Limerick,LR,1m 4f 110y,Ard Na Greine,Kevin Manning,Jim Bolger,
Republic of Ireland,2009,Star Appeal Stakes,Dundalk,LR,7f,Mister Tee,Emmet McNamara,Ger Lyons,
Republic of Ireland,2009,Staffordstown Stud Stakes,Curragh,LR,1m,Lady Lupus,Johnny Murtagh,Aidan O'Brien,
Republic of Ireland,2009,Testimonial Stakes,Curragh,LR,6f,Rayeni,Michael Kinane,John Oxx,
Republic of Ireland,2009,Navigation Stakes,Cork,LR,1m 100y,Alaiyma,Michael Kinane,John Oxx,
Republic of Ireland,2009,Garnet Stakes,Naas,LR,1m,Aspectoflove,Fran Berry,John Oxx,
Republic of Ireland,2009,Trigo Stakes,Leopardstown,LR,1m 2f ,Raise Your Heart,Kevin Manning,Joanna Morgan,
Republic of Ireland,2009,Knockaire Stakes,Leopardstown,LR,7f,Libano,Pat Smullen,Dermot Weld,
Republic of Ireland,2009,Cooley Fillies Stakes,Dundalk,LR,1m,Fourpenny Lane,Johnny Murtagh,Joanna Morgan,
Republic of Ireland,2009,Finale Stakes,Naas,LR,1m 4f,Silverhand,Pat Smullen,Noel Meade,
France,2009,Prix Yacowlef,Deauville,LR,5f,Sorciere,Yann Lerner,Carlos Lerner,
France,2009,Prix Jacques de Bremond,Vichy,LR,1m,Burdlaz,Maxime Guyon,Eric Libaud,
France,2009,Criterium du Bequet,La Teste De Buch,LR,6f,Chantilly Crème,Ronan Thomas,Richard Gibson,
France,2009,Prix Pelleas,Compiegne,LR,1m 2f,Byword,Stéphane Pasquier,André Fabre,
France,2009,Grand Prix de Clairefontaine,Clairefontaine,LR,1m 4f,Topclas,Stéphane Pasquier,Mubarak bin Shayfa,
France,2009,Prix de Tourgeville,Deauville,LR,1m,Spring Of Fame,Frankie Dettori,Saeed bin Suroor,
Japan,2009,February Stakes,Tokyo,G1,1m,Success Brocken,Hiroyuki Uchida,Hideaki Fujiwara,
Japan,2009,Takamatsunomiya Kinen,Chukyo,G1,6f,Laurel Guerreiro,Shinji Fujita,Mitsugu Kon,
Japan,2009,Osaka Hai,Hanshin,G2,1m 2f,Dream Journey,Kenichi Ikezoe,Yasutoshi Ikee,
Japan,2009,Oka Sho,Hanshin,G1,1m,Buena Vista,Katsumi Andō,Hiroyoshi Matsuda,
Japan,2009,Satsuki Sho,Nakayama,G1,1m 2f,Unrivaled,Yasunari Iwata,Yasuo Tomomichi,
Japan,2009,Tenno Sho (Spring),Kyoto,G1,2m,Meiner Kitz,Masami Matsuoka,Sakae Kunieda,
Japan,2009,NHK Mile Cup,Tokyo,G1,1m,Jo Cappuccino,Kota Fujioka,Kazuya Nakatake,
Japan,2009,Victoria Mile,Tokyo,G1,1m,Vodka,Yutaka Take,Katsuhiko Sumii,
Japan,2009,Yushun Himba,Tokyo,G1,1m 4f,Buena Vista,Katsumi Ando,Hiroyoshi Matsuda,
Japan,2009,Tokyo Yushun,Tokyo,G1,1m 4f,Logi Universe,Norihiro Yokoyama,Kiyoshi Hagawara,
Japan,2009,Yasuda Kinen,Tokyo,G1,1m,Vodka,Yutaka Take,Katsuhiko Sumii,
Japan,2009,Takarazuka Kinen,Hanshin,G1,1m 3f,Dream Journey,Kenichi Ikezoe,Yasutoshi Ikee,
Japan,2009,Sprinters Stakes,Nakayama,G1,6f,Laurel Guerreiro,Shinji Fujita,Mitsugu Kon,
Japan,2009,Shuka Sho,Kyoto,G1,1m 2f,Red Desire,Hirofumi Shii,Mikio Matsunaga,
Japan,2009,Kikuka Sho,Kyoto,G1,1m 7f,Three Rolls,Suguru Hamanaka,Kohei Take,
Japan,2009,Tenno Sho (Autumn),Tokyo,G1,1m 2f,Meiner Kitz,Masami Matsuoka,Sakae Kunieda,
Japan,2009,Queen Elizabeth II Cup,Kyoto,G1,1m 3f,Queen Spumante,Hiroyasu Tanaka,Shigeyuki Kojima,
Japan,2009,Mile Championship,Kyoto,G1,1m,Company,Norihiro Yokoyama,Hidetaka Otonashi,
Japan,2009,Japan Cup,Tokyo,G1,1m 4f,Vodka,Christophe Lemaire,Katsuhiko Sumii,
Japan,2009,Champions Cup,Chukyo,G1,1m 1f,Espoir City,Tetsuzo Sato,Akio Adachi,
Japan,2009,Hanshin Juvenile Fillies,Hanshin,G1,1m,Apapane,Masayoshi Ebina,Sakae Kunieda,
Japan,2009,Asahi Hai Futurity Stakes,Hanshin,G1,1m,Rose Kingdom,Futoshi Komaki,Kojiro Hashiguchi,
Japan,2009,Arima Kinen,Nakayama,G1,1m 4½f,Dream Journey,Kenichi Ikezoe,Yasutoshi Ikee,
Japan,2009,Tokyo Daishoten,Ohi,JPN G1,1m 2f,Success Brocken,Hiroyuki Uchida,Hideaki Fujiwara,
Japan,2009,Nikkei Shinshun Hai,Kyoto,G2,1m 4f,T.M. Precure,Takuma Ogino,Tadao Igarashi,
Japan,2009,American Jockey Club Cup,Nakayama,G2,1m 3f,Never Bouchon,Norihiro Yokoyama,Masanori Ito,
Japan,2009,Tokai Stakes,Chukyo,G2,1m 1f,Wonder Speed,Futoshi Komaki,Tomohiko Hatsuki,
Japan,2009,Kyoto Kinen,Kyoto,G2,1m 3f,Asakusa Kings,Hirofumi Shii,Ryūji Ōkubo,
Japan,2009,Nakayama Kinen,Nakayama,G2,1m 1f,Company,Norihiro Yokoyama,Hidetaka Otonashi,
Japan,2009,Tulip Sho,Hanshin,G3,1m,Buena Vista,Katsumi Ando,Hiroyoshi Matsuda,
Japan,2009,Yayoi Sho,Nakayama,G2,1m 2f,Logi Universe,Norihiro Yokoyama,Kiyoshi Hagiwara,
Japan,2009,Fillies' Revue,Hanshin,G2,7f,One Carat,Yusuke Fujioka,Kenichi Fujioka,
Japan,2009,Kinko Sho,Chukyo,G2,1m 2f,Sakura Mega Wonder,Yuichi Fukunaga,Yasuo Tomomichi,
Japan,2009,Spring Stakes,Nakayama,G2,1m 1f,Unrivaled,Yasunari Iwata,Yasuo Tomomichi,
Japan,2009,Hanshin Daishōten,Hanshin,G2,1m 7f,Asakusa Kings,Hirofumi Shii,Ryuji Okubo,
Japan,2009,Nikkei Sho,Nakayama,G2,1m 4½f,Al Nasrain,Masayoshi Ebina,Shigeki Matsumoto,
Japan,2009,New Zealand Trophy,Nakayama,G2,1m,San Carlo,Yutaka Yoshida,Yokichi Okubo,
Japan,2009,Hanshin Himba Stakes,Hanshin,G2,1m,Jolly Dance,Hirofumi Shii,Noriyuki Hori,
Japan,2009,Flora Stakes,Tokyo,G2,1m,Dear Geena,Hiroyuki Uchida,Yasuhito Tamura,
Japan,2009,Fairy Stakes,Nakayama,G3,1m,Germinal,Yuichi Fukunaga,Hideaki Fujiwara,
Japan,2009,Shinzan Kinen,Kyoto,G3,1m,Antonio Barows,Koichi Tsunoda,Hiroshi Takeda,
Japan,2009,Aichi Hai,Chukyo,G3,1m 2f,Little Amapola,Eiji Nakadate,Hiroyuki Nagahama,
Japan,2009,Keisei Hai,Nakayama,G3,1m 2f,Early Robusto,Yuichi Fukunaga,Masaru Honda,
Japan,2009,Silk Road Stakes,Kyoto,G3,6f,Urban Street,Yuichi Fukunaga,Akihiko Nomura,
Japan,2009,Negishi Stakes,Tokyo,G3,7f,Ferrari Pisa,Yasunari Iwata,Toshiaki Shirai,
Japan,2009,Kisaragi Sho,Kyoto,G3,1m 1f,Reach The Crown,Yutaka Take,Hiroaki Sugiura,
Japan,2009,Tokyo Shimbun Hai,Tokyo,G3,1m,Absolute,Katsuharu Tanaka,Yoshitada Munakata,
Japan,2009,Daily Hai Queen Cup,Tokyo,G3,1m,Dear Geena,Hiroyuki Uchida,Yasuhito Tamura,
Japan,2009,Tokinominoru Kinen,Tokyo,G3,1m 1f,Break Run Out,Yutaka Take,Hirofumi Toda,
Japan,2009,Himba Stakes,Kyoto,G3,7f,Celebrita,Yutaka Take,Yoshiyuki Arakawa,
Japan,2009,Diamond Stakes,Tokyo,G3,2m 1f,Forgettable,Yutaka Take,Yasuo Ikee,
Japan,2009,Kokura Daishoten,Kokura,G3,,Sunrise Max,Norihiro Yokoyama,Yasuda Masumoto,
Japan,2009,Hankyu Hai,Hanshin,G3,7f,B B Guldan,Katsumi Ando,Masazo Ryoke,
Japan,2009,Ocean Stakes,Nakayama,G3,6f,Urbanity,Norihiro Yokoyama,Masaaki Koga,
Japan,2009,Nakayama Himba Stakes,Nakayama,G3,1m 1f,Kiss To Heaven,Norihiro Yokoyama,Hirofumi Toda,
Japan,2009,Falcon Stakes,Chukyo,G3,7f,Jo Cappuccino,Kota Fujioka,Kazuya Nakatake,
Japan,2009,Flower Cup,Nakayama,G3,1m 1f,Viva Vodka,Issei Murata,Kazuhiro Seishi,
Japan,2009,Mainichi Hai,Hanshin,G3,1m 1f,Iron Look,Futoshi Komaki,Kojiro Hashiguchi,
Japan,2009,March Stakes,Nakayama,G3,1m 1f,Espoir City,Masami Matsuoka,Akio Adachi,
Japan,2009,Arlington Cup,Hanshin,G3,1m,Double Wedge,Futoshi Komaki,Masayuki Kawashima,
Japan,2009,Antares Stakes,Hanshin,G3,1m 1f,War Tactics,Yuga Kawada,Yasutoshi Ikee,
Japan,2009,Fukushima Himba Stakes,Fukushima,G3,1m 1f,Bravo Daisy,Kenichi Syono,Hidetada Otonashi,
Japan,2009,Yomiuri Milers Stakes,Hanshin,G2,1m,Super Hornet,Yusuke Fujioka,Yoshito Yahagi,
Japan,2009,Aoba Sho,Tokyo,G2,1m 4f,Apres Un Reve,Hiroyuki Uchida,Yasuo Ikee,
Japan,2009,Kyoto Shimbun Hai,Kyoto,G2,1m 3f,Best Member,Hirofumi Shii,Hiroshi Miyamoto,
Japan,2009,Niigata Daishoten,Niigata,G3,1m 2f,Shingen,Shinji Fujita,Hirofumi Toda,
Japan,2009,Keio Hai Spring Cup,Tokyo,G2,7f,Suzuka Causeway,Hiroki Goto,Mitsuru Hashida,
Japan,2009,Heian Stakes,Chukyo,G3,1m 1½f,Wonder Speed,Futoshi Komaki,Tomohiko Hastuki,
Japan,2009,Meguro Kinen,Tokyo,G2,1m 4½f,Miyabi Ranveli,Yuichi Kitamura,Keijo Kato,
Japan,2009,Naruo Kinen,Hanshin,G3,1m 2f,Axion,Shinji Fujita,Yoshitaka Ninomiya,
Japan,2009,Hakodate Sprint Stakes,Hakodate,G3,6f,Grand Prix Angel,Shigefumi Kumazawa,Yishito Yahagi,
Japan,2009,Epsom Cup,Tokyo,G3,1m 1f,Shingen,Shinji Fujita,Hirofumi Toda,
Japan,2009,Japan Dirt Derby,Ohi,JPN G1,1m 2f,Testa Matta,Yasunari Iwata,Akira Murayama,
