COUNTRY,YEAR,RACE NAME,COURSE,RACE GRADE,DISTANCE,WINNER,JOCKEY,TRAINER,
United States,2009,Berkeley Stakes,Golden Gate Fields,G3,​1 1⁄16 miles,Autism Awareness,David Lopez,Genaro Vallejo,
United States,2009,Matriarch Stakes,Hollywood Park,G1,1m,Ventura,Garrett Gomez,Humberto Ascanio,
United States,2009,Generous Stakes,Hollywood Park,G3,1m,Who's Up,Victor Espinoza,Kathy Walsh,
United States,2009,Cigar Mile Handicap,Aqueduct,G1,1m,Kodiak Kowboy,Shaun Bridgmohan,Steven Asmussen,
United States,2009,Demoiselle Stakes,Aqueduct,G2,​1 1⁄8 miles,Tizahit,Edgar Prado,George Weaver,
United States,2009,Remsen Stakes,Aqueduct,G2,​1 1⁄8 miles,Buddy's Saint,Jose Lezcano,Bruce Levine,
United States,2009,Go for Wand Handicap,Saratoga,G1,1m,Seventh Street,Rajiv Maragh,Saeed bin Suroor,
United States,2009,Hollywood Starlet Stakes,Hollywood Park,G1,​1 1⁄16 miles,Blind Luck,Rafael Bejarano,Jerry Hollendorfer,
United States,2009,Hollywood Futurity,Hollywood Park,G1,​1 1⁄16 miles,Lookin at Lucky,Garrett Gomez,Bob Baffert,
United States,2009,Fall Highweight Handicap,Aqueduct,G3,6f,Cherokee Country,Jose Lezcano,Ramon Preciado,
United States,2009,First Lady Stakes,Gulfstream Park,G3,6f,Game Face,John Velazquez,Todd Pletcher,
United States,2009,Rampart Handicap,Gulfstream Park,G2,​1 1⁄8 miles,One Caroline,Edgar Prado,George Arnold II,
United States,2009,Mr. Prospector Stakes,Gulfstream Park,G3,6f,Ikigai,Jermaine Bridgmohan,Martin Wolfson,
United States,2009,American Oaks,Santa Anita,G1,​1 1⁄4 miles,Gozzip Girl,Kent Desormeaux,Thomas Albertrani,
United States,2009,La Brea Stakes,Santa Anita,G1,7f,Evita Argentina,Joel Rosario,John W. Sadler,
United States,2009,Malibu Stakes,Santa Anita,G1,7f,M One Rifle,Mike Smith,Bruce Headley,
United States,2009,San Antonio Stakes,Santa Anita,G2,​1 1⁄8 miles,Magnum,Joel Rosario,Darrell Vienna,
United States,2009,Sir Beaufort Stakes,Santa Anita,G2,1m,The Usual Q.T.,Victor Espinoza,James Cassidy,
United States,2009,San Gorgonio Handicap,Santa Anita,G2,​1 1⁄8 miles,Tizfiz,Agapito Delgadillo,Rafael Deleon,
United States,2009,Lady's Secret Stakes,Santa Anita,G1,​1 1⁄16 miles,Zenyatta,Mike Smith,John Shirreffs,
United States,2009,Joe Hirsch Turf Classic Invitational Stakes,Belmont Park,G1,​1 1⁄2 miles,Interpatation,Robby Albarado,Robert Barbara,
United States,2009,Oak Leaf Stakes,Santa Anita,G1,​1 1⁄16 miles,Blind Luck,Tyler Baze,Jerry Hollendorfer,
United States,2009,Beldame Stakes,Belmont Park,G1,​1 1⁄8 miles,Music Note,Rajiv Maragh,Saeed bin Suroor,
United States,2009,Ancient Title Stakes,Santa Anita,G1,6f,Gayego,Garrett Gomez,Saeed bin Suroor,
United States,2009,Spinster Stakes,Keeneland,G1,​1 1⁄8 miles,Mushka,Kent Desormeaux,Bill Mott,
United States,2009,E.P. Taylor Stakes,Woodbine (CA),G1,​1 1⁄4 miles,Lahaleeb,William Buick,Mick Channon,
United States,2009,First Lady Stakes,Keeneland,G1,1m,Diamondrella,Rajiv Maragh,Angel Penna Jr.,
United States,2009,Frizette Stakes,Belmont Park,G1,1m,Devil May Care,John Velazquez,Todd Pletcher,
United States,2009,Yellow Ribbon Stakes,Santa Anita,G1,​1 1⁄4 miles,Magical Fantasy,Alex Solis,Paddy Gallagher,
United States,2009,Norfolk Stakes,Santa Anita,G1,​1 1⁄16 miles,Lookin at Lucky,Garrett Gomez,Bob Baffert,
United States,2009,Goodwood Stakes,Santa Anita,G1,​1 1⁄8 miles,Gitano Hernando,Kieren Fallon,Marco Botti,
United States,2009,Vosburgh Stakes,Belmont Park,G1,6f,Kodiak Kowboy,Shaun Bridgmohan,Steven Asmussen,
United States,2009,Kentucky Cup Turf Stakes,Kentucky Downs,G3,​1 1⁄2 miles,Cloudy's Knight,"Rosemary Homeister, Jr.",Jonathan Sheppard,
United States,2009,With Anticipation Stakes,Saratoga,G3,​1 1⁄16 miles,Interactif,Kent Desormeaux,Todd Pletcher,
United States,2009,Canadian Stakes,Woodbine (CA),G2,​1 1⁄8 miles,Princess Haya,Rafael Bejarano,Michael Matz,
United States,2009,Morvich Handicap,Santa Anita,G3,5f,California Flag,Joseph Talamo,Brian Koriner,
United States,2009,Durham Cup Stakes,Woodbine (CA),G3,​1 1⁄8 miles,Pool Play,Patrick Husbands,Mark Casse,
United States,2009,Alcibiades Stakes,Keeneland,G1,​1 1⁄16 miles,Negligee,Rajiv Maragh,John Terranova,
United States,2009,Phoenix Stakes,Keeneland,G3,6f,Fatal Bullet,Eurico Rosa Da Silva,Reade Baker,
United States,2009,Matron Stakes,Belmont Park,G2,7f,Awesome Maria,Cornelio Velásquez,Stanley Hough,
United States,2009,Futurity Stakes,Belmont Park,G2,7f,D' Funnybone,Edgar Prado,"Richard Dutrow, Jr.",
United States,2009,Nearctic Stakes,Woodbine (CA),G2,6f,Field Commission,Julien Leparoux,Daniel Vella,
United States,2009,Harold C. Ramser Handicap,Santa Anita,G3,1m,April Pride,Garrett Gomez,James Cassidy,
United States,2009,Turnback the Alarm Handicap,Aqueduct,G3,​1 1⁄8 miles,Unbridled Belle,Ramon Dominguez,Todd Pletcher,
United States,2009,Nashua Stakes,Aqueduct,G2,1m,Buddy's Saint,Jose Lezcano,Bruce Levine,
United States,2009,Golden Rod Stakes,Churchill Downs,G2,​1 1⁄16 miles,Sassy Image,Robby Albarado,Dale Romans,
United States,2009,Jerome Handicap,Belmont Park,G2,1m,Girolamo,Alan Garcia,Saeed bin Suroor,
United States,2009,Champagne Stakes,Belmont Park,G1,1m,Homeboykris,Edgar Prado,Richard Dutrow Jr.,
United States,2009,Flower Bowl Invitational Stakes,Belmont Park,G1,​1 1⁄4 miles,Pure Clan,Julien Leparoux,Robert Holthus,
United States,2009,Jockey Club Gold Cup,Belmont Park,G1,​1 1⁄4 miles,Summer Bird,Kent Desormeaux,Tim Ice,
United States,2009,Frank J. De Francis Memorial Dash,Pimilco,G1,6f,Vineyard Haven,Alan Garcia,Saeed bn Suroor,
United States,2009,Woodford Stakes,Keeneland,G3,​5 1⁄2 furlongs,Silver Timber,Julien Leparoux,Chad C. Brown,
United States,2009,Woodbine Mile,Woodbine (CA),G1,1m,Ventura,Garrett Gomez,Robert Frankel,
United States,2009,Queen Elizabeth II Challenge Cup Stakes,Keeneland,G1,​1 1⁄8 miles,Hot Cha Cha,James Graham,Philip Sims,
United States,2009,Breeders' Futurity Stakes,Keeneland,G1,​1 1⁄16 miles,Noble's Promise,Willie Martinez,Kenneth McPeek,
United States,2009,Shadwell Turf Mile Stakes,Keeneland,G1,1m,Court Vision,Robby Albarado,Richard Dutrow Jr.,
United States,2009,Gallant Bloom Handicap,Belmont Park,G2,6½f,Indian Blessing,John Velazquez,Bob Baffert,
United States,2009,Lone Star Derby,Lone Star,G3,​1 1⁄16 miles,Mythical Power,Victor Espinoza,Bob Baffert,
United States,2009,Kentucky Cup Classic,Turfway Park,G2,​1 1⁄8 miles,Furthest Land,Garrett Gomez,Michael Maker,
United States,2009,Longacres Mile,Emerald Downs,G3,1m,Assessment,Gallyn Mitchell,Howard Belvoir,
United States,2009,Fayette Stakes,Keeneland,G2,​1 1⁄8 miles,Biarne,Jamie Theriot,Albert Stall Jr.,
United States,2009,Vernon O Underwood Stakes,Hollywood Park,G3,6f,Kinsale King,Martin Garcia,Carl O'Callaghan,
United States,2009,Strub Stakes,Santa Anita,G2,​1 1⁄8 miles,Cowboy Cal,John Velazquez,Todd Pletcher,
United States,2009,San Fernando Stakes,Santa Anita,G2,​1 1⁄16 miles,Nownownow,Joseph Talamo,Patrick Biancone,
United States,2009,Cinema Handicap,Hollywood Park,G3,​1 1⁄8 miles,Oil Man,Joel Rosario,John W. Sadler,
United States,2009,Debutante Stakes,Churchill Downs,G3,6f,Decelerator,Julien Leparoux,D. Wayne Lukas,
United States,2009,El Encino Stakes,Santa Anita,G2,​1 1⁄16 miles,Life Is Sweet,Garrett Gomez,John Shirreffs,
United States,2009,Lone Star Park Handicap,Lone Star,G3,​1 1⁄16 miles,It's A Bird,Julien Leparoux,Martin Wolfson,
United States,2009,Los Angeles Handicap,Hollywood Park,G3,6f,Red Arrow,Joseph Talamo,John W. Sadler,
United States,2009,Mervyn LeRoy Handicap,Hollywood Park,G2,​1 1⁄16 miles,Ball Four,Joseph Talamo,Patrick Biancone,
United States,2009,Illinois Derby,Hawthorne,G3,​1 1⁄8 miles,Musket Man,Eibar Coa,Derek Ryan,
United States,2009,Railbird Stakes,Hollywood Park,G3,7f,Witty,Victor Espinoza,Richard Mandella,
United States,2009,San Rafael Stakes,Santa Anita,G3,1m,The Pamplemousse,Alex Solis,Julio Canani,
United States,2009,Carry Back Stakes,Calder,G2,6f,Not For Silver,Jose Lezcano,Michael Trombetta,
United States,2009,Perryville Stakes,Keeneland,G3,7f,El Brujo,Edgar Prado,Malcolm Pierce,
United States,2009,Hollywood Juvenile Champion Stakes,Hollywood Park,G3,6f,Necessary Evil,Joel Rosario,Doug O'Neill,
United States,2009,Jefferson Cup Stakes,Churchill Downs,G2,​1 1⁄8 miles,Florentino,Alan Garcia,Kiaran McLaughlin,
United States,2009,Arcadia Handicap,Santa Anita,G2,1m,Dixie Chatter,Tyler Baze,Richard Mandella,
United States,2009,Kentucky Juvenile Stakes,Churchill Downs,G3,5f,Aegean,Rene Douglas,Wesley Ward,
United States,2009,Baldwin Stakes,Santa Anita,G3,6½f,Battle Of Hastings,Tyler Baze,Jeff Mullins,
United States,2009,Skip Away Handicap,Gulfstream Park,G3,​1 3⁄16 miles,Finallymadeit,Eduardo Nunez,Javier Negrete,
United States,2009,Tempted Stakes,Aqueduct,G3,1m,Ailalea,Eibar Coa,Todd Pletcher,
United States,2009,Kelso Handicap,Belmont Park,G3,1m,Le Grand Cru,Jose Lezcano,H. Allen Jerkens,
United States,2009,Pegasus Stakes,Meadowlands,G3,​1 1⁄8 miles,Bad Action,David Cohen,Gary Contessa,
United States,2009,Bourbon Stakes,Keeneland,G3,​1 1⁄16 miles,Interactif,Kent Desormeaux,Todd Pletcher,
United States,2009,Cicada Stakes,Aqueduct,G3,6f,Heart Ashley,Charles Lopez,Steven Asmussen,
United States,2009,Bold Ruler Handicap,Belmont Park,G3,7f,Le Grand Cru,Jose Lezcano,H. Allen Jerkens,
United States,2009,All Along Stakes,Colonial Downs,G3,​1 1⁄8 miles,Winter View,Julien Leparoux,Jonathan Sheppard,
United States,2009,Northern Dancer Stakes,Churchill Downs,G3,​1 1⁄16 miles,Successful Dan,Julien Leparoux,Charles LoPresti,
United States,2009,Muniz Memorial Classic Stakes,Fair Grounds,G2,​1 1⁄8 miles,Proudinsky,Victor Espinoza,Robert Frankel,
United States,2009,Hawthorne Gold Cup Handicap,Hawthorne,G2,​1 1⁄4 miles,Awesome Gem,David Flores,Craig Dollase,
United States,2009,El Camino Real Derby,Golden Gate,G3,​1 1⁄8 miles,Chocolate Candy,Russell Baze,Jerry Hollendorfer,
United States,2009,Oak Tree Mile Stakes,Santa Anita,G2,1m,Cowboy Cal,Garrett Gomez,Todd Pletcher,
United States,2009,Bryan Station Stakes,Keeneland,G3,1m,Get Stormy,Javier Castellano,Thomas Bush,
United States,2009,Voilet Stakes,Monmouth Park,G3,​1 1⁄16 miles,Quiet Harbour,Eddie Castro,Claude R. McGaughey III,
United States,2009,Boiling Springs Stakes,Monmouth Park,G3,​1 1⁄16 miles,Mary's Follies,Stewart Elliott,John Forbes,
United States,2009,Jersey Shore Stakes,Monmouth Park,G3,6f,Custom For Carlos,Eddie Castro,Eddie Kenneally,
United States,2009,Sixty Sails Handicap,Hawthorne,G3,​1 1⁄8 miles,Swift Temper,Christopher Emigh,Dale Romans,
United States,2009,American Derby,Arlington,G2,​1 3⁄16 miles,Reb,Julien Leparoux,George Arnold II,
United States,2009,Summer Stakes,Woodbine (CA),G3,1m,Bridgetown,Robert Landry,Kenneth McPeek,
United States,2009,Queens County Handicap,Aqueduct,G3,​1 3⁄16 miles,Rodman,Javier Castellano,Michael Hushion,
United States,2009,Virginia Oaks,Colonial Downs,G3,​1 1⁄8 miles,Blind Date,Kent Desormeaux,Hamilton Smith,
United States,2009,Next Move Stakes,Aqueduct,G3,​1 1⁄8 miles,Weathered,Mike Luzzi,Karl Grusmark,
United States,2009,Old Hat Stakes,Gulfstream Park,G3,6f,Gemswick Park,John Velazquez,Thomas Albertrani,
United States,2009,Raven Run Stakes,Keeneland,G2,7f,Satans Quick Chick,Leandro Goncalves,Eric Reed,
United States,2009,Knickerbocker Stakes,Belmont Park,G3,​1 1⁄8 miles,Operation Red Dawn,Rajiv Maragh,Christophe Clement,
United States,2009,Bourbonette Oaks,Turfway Park,G3,1m,Hot Cha Cha,Orlando Mojica,Phillip Sims,
United States,2009,Nassau County Stakes,Belmont Park,G3,7f,Flashing,Javier Castellano,Thomas Albertrani,
United States,2009,Hutcheson Stakes,Gulfstream Park,G2,7f,Capt. Candyman Can,Julien Leparoux,Ian Wilkes,
United States,2009,Obeah Stakes,Delaware Park,G3,​1 1⁄8 miles,Unbridled Belle,Richard Migliore,Todd Pletcher,
United States,2009,William Donald Schaefer Handicap,Pimilco,G3,​1 1⁄8 miles,No Advantage,J.D. Acosta,Stephanie Beattie,
United States,2009,Turfway Park Fall Championship Stakes,Turfway Park,G3,​1 1⁄8 miles,Nite Light,Jon Court,Todd Pletcher,
United States,2009,Hill Prince Stakes,Belmont Park,G3,​1 1⁄8 miles,Despite The Odds,Jeremy Rose,Michael Trombetta,
United States,2009,Noble Damsel Handicap,Belmont Park,G3,1m,Rutherienne,Alan Garcia,Christophe Clement,
United States,2009,La Habra Stakes,Santa Anita,G3,6½f,Passion,Rafael Bejarano,Todd Pletcher,
United States,2009,Barbaro Stakes,Delaware Park,G3,​1 1⁄16 miles,Our Edge,Alan Garcia,Nick Zito,
United States,2009,Clement L. Hirsch Memorial Turf Championship Stakes,Oak Tree,G1,​1 1⁄4 miles,Presious Passion,Elvis Trujillo,Mary Hartmann,
United States,2009,Las Palmas Handicap,Oak Tree,G2,1m,Tuscan Evening,Rafael Bejarano,Jerry Hollendorfer,
United States,2009,Delta Downs Jackpot Stakes,Delta Downs,G3,​1 1⁄16 miles,Rule,John Velazquez,Todd Pletcher,
United States,2009,Sapling Stakes,Monmouth Park,G3,6f,Western Smoke,Elvis Trujillo,Steven Asmussen,
United States,2009,Kentucky Cup Distaff Stakes,Turfway Park,G3,​1 1⁄16 miles,Indescribable,Garrett Gomez,Bill Mott,
United States,2009,Sands Point Stakes,Belmont Park,G2,​1 1⁄8 miles,Gozzip Girl,Kent Desormeaux,Thomas Albertrani,
United States,2009,Cliff Hanger Stakes,Meadowlands,G3,​1 1⁄16 miles,Brave Tin Soldier,"Carlos Marquez, Jr.",Kiaran McLaughlin,
United States,2009,Thoroughbred Club of America Stakes,Keeneland,G2,6f,Informed Decision,Julien Leparoux,Jonathan Sheppard,
United States,2009,Athenia Stakes,Belmont Park,G3,​1 1⁄16 miles,Belle Allure,Ramon Dominguez,Christophe Clement,
United States,2009,First Flight Handicap,Belmont Park,G2,7f,Porte Bonheur,Ramon Dominguez,David Duggan,
United States,2009,Oak Tree Derby,Santa Anita,G2,​1 1⁄8 miles,The Usual Q.T.,Victor Espinoza,James Cassidy,
United States,2009,Gardenia Handicap,Ellis Park,G3,​1 1⁄8 miles,Whirlie Bertie,Larry Melancon,Steve Margolis,
United States,2009,Kentucky Cup Sprint Stakes,Turfway Park,G3,6f,El Brujo,Garrett Gomez,Malcolm Pierce,
United States,2009,Arlington-Washington Lassie Stakes,Arlington Park,G3,1m,She Be Wild,Junior Alvarado,Wayne Catalano,
United States,2009,Arlington Matron Handicap,Arlington Park,G3,​1 1⁄8 miles,Euphony,Clifton Berry,Donnie Von Hemel,
United States,2009,Arlington Oaks,Arlington Park,G3,​1 1⁄8 miles,Peach Brew,Quincy Hamilton,Donnie Von Hemel,
United States,2009,Sunset Handicap,Hollywood Park,G2,​1 1⁄2 miles,Black Astor,Joseph Talamo,Lisa Lewis,
United States,2009,Colonel E.R. Bradley Handicap,Fair Grounds,G3,​1 1⁄16 miles,French Beret,James Graham,Mark Frostad,
United States,2009,Aristides Stakes,Churchill Downs,G3,6f,Bold Star,Robby Albarado,Kenneth McPeek,
United States,2009,Hanshin Cup Handicap,Arlington Park,G3,1m,Vacation,John Velazquez,Claude R. McGaughey III,
United States,2009,El Conejo Handicap,Santa Anita,G3,​5 1⁄2 furlongs,In Summation,Rafael Bejarano,Christophe Clement,
United States,2009,Inglewood Handicap,Hollywood Park,G3,​1 1⁄16 miles,Madeo,Mike Smith,John Shirreffs,
United States,2009,Delta Downs Princess Stakes,Delta Downs,G3,1m,Quiet Temper,Robby Albarado,Dale Romans,
United States,2009,Arlington-Washington Futurity,Arlington Park,G3,1m,Dixie Band,David Flores,Wayne Catalano,
United States,2009,Senator Ken Maddy Handicap,Santa Anita,G3,6½f,Gotta Have Her,Tyler Baze,Jenine Sahadi,
United States,2009,Northern Dancer Turf Stakes,Woodbine (CA),G1,​1 1⁄2 miles,Marsh Side,Javier Castellano,Neil Drysdale,
United States,2009,San Luis Obispo Handicap,Santa Anita,G2,​1 1⁄2 miles,Spring House,Alex Solis,Julio Canani,
United States,2009,Valley View Stakes,Keeneland,G3,​1 1⁄16 miles,Single Solution,James Graham,Chris Block,
United States,2009,Valley View Stakes,Keeneland,G3,​1 1⁄16 miles,Eye Of Taurus,John Velazquez,Kiaran McLaughlin,
United States,2009,Locust Grove Handicap,Churchill Downs,G3,1m,Closeout,Robby Albarado,Thomas Proctor,
United States,2009,Hawthorne Derby,Hawthorne,G3,​1 1⁄8 miles,Proceed Bee,Christopher Emigh,Scott Baker,
United States,2009,Azalea Breeders' Cup Stakes,Calder,G3,6f,First Passage,Jermaine Bridgmohan,Martin Wolfson,
United States,2009,Endine Handicap,Delaware Park,G3,6f,Bold Union,"Jose Velez, Jr.",Kelly Breen,
United States,2009,Ack Ack Handicap,Churchill Downs,G3,1m,Demarcation,Jesus Lopez Castanon,Paul McGee,
United States,2009,Ack Ack Handicap,Hollywood Park,G3,7 1⁄2 furlongs,Noble Court,Joel Rosario,John W. Sadler,
United States,2009,Calder Derby,Calder,G3,​1 1⁄8 miles,Sal The Barber,Eddie Castro,Christophe Clement,
United States,2009,Washington Park Handicap,Arlington Park,G3,​1 1⁄8 miles,Gran Estreno,E.T. Baird,Michael Stidham,
United States,2009,Sycamore Stakes,Keeneland,G3,​1 1⁄2 miles,Cloudy's Knight,"Rosemary Homeister, Jr.",Jonathan Sheppard,
United States,2009,Golden Gate Handicap,Golden Gate Fields,G3,​1 1⁄8 miles,Spring House,Russell Baze,Julio Canani,
France,2009,Prix Ganay,Longchamp,G1,1m 2½f,Vision d'Etat,Ioritz Mendizabal,Eric Libaud,
France,2009,Poule d'Essai des Pouliches,Longchamp,G1,1m,Elusive Wave,Christophe Lemaire,Jean-Claude Rouget,
France,2009,Poule d'Essai des Poulains,Longchamp,G1,1m,Silver Frost,Christophe Soumillon,Yves de Nicolay,
France,2009,Prix Saint-Alary,Longchamp,G1,1m 2f,Stacelita,Christophe Lemaire,Jean-Claude Rouget,
France,2009,Prix d'Ispahan,Longchamp,G1,"1,850",Never on Sunday,Christophe Lemaire,Jean-Claude Rouget,
France,2009,Prix du Jockey Club,Chantilly,G1,1m 2½f,Le Havre,Christophe Lemaire,Jean-Claude Rouget,
France,2009,Prix de Diane,Chantilly,G1,1m 2½f,Stacelita,Christophe Lemaire,Jean-Claude Rouget,
France,2009,Grand Prix de Saint-Cloud,Saint-Cloud,G1,1m 4f,Spanish Moon,Ryan Moore,Sir Michael Stoute,
France,2009,Grand Prix de Paris,Longchamp,G1,1m 4f,Cavalryman,Maxime Guyon,André Fabre,
France,2009,Prix Jean Prat,Chantilly,G1,7f,Lord Shanakill,Jim Crowley,Karl Burke,
France,2009,Prix Rothschild,Deauville,G1,1m,Goldikova,Olivier Peslier,Freddy Head,
France,2009,Prix Maurice de Gheest,Deauville,G1,6½f,King's Apostle,Ryan Moore,William Haggas,
France,2009,Prix Jacques Le Marois,Deauville,G1,1m,Goldikova,Olivier Peslier,Freddy Head,
France,2009,Prix Morny,Deauville,G1,6f,Arcano,Richard Hills,Brian Meehan,
France,2009,Prix Jean Romanet,Deauville,G1,1m 2f,Alpine Rose,Gérald Mossé,Alain de Royer-Dupré,
France,2009,Prix du Moulin de Longchamp,Longchamp,G1,1m,Aqlaam,Richard Hills,William Haggas,
France,2009,Prix Vermeille,Longchamp,G1,1m 4f,Stacelita,Christophe Lemaire,Jean-Claude Rouget,
France,2009,Prix de Royallieu,Longchamp,G2,1 4½f ,Daryakana,Gérald Mossé,Alain de Royer-Dupré,
France,2009,Prix du Cadran,Longchamp,G1,"4,000",Alandi,Michael Kinane,John Oxx,
France,2009,Prix de l'Abbaye de Longchamp,Longchamp,G1,5f,Total Gallery,Johnny Murtagh,Stan Moore,
France,2009,Prix Marcel Boussac,Longchamp,G1,1m,Rosanara,Christophe Soumillon,Alain de Royer-Dupré,
France,2009,Prix Jean-Luc Lagardère,Longchamp,G1,1m,Siyouni,Gérald Mossé,Alain de Royer-Dupré,
France,2009,Prix de la Forêt,Longchamp,G1,7f,Varenar,Stéphane Pasquier,Alain de Royer-Dupré,
France,2009,Prix de l'Arc de Triomphe,Longchamp,G1,1m 4f,Sea the Stars,Michael Kinane,John Oxx,
France,2009,Prix de l'Opéra,Longchamp,G1,1m 2f,Shalanaya,Maxime Guyon,Mikel Delzangles,
France,2009,Prix Royal-Oak,Longchamp,G1,1 7½f ,Ask,Ryan Moore,Sir Michael Stoute,
France,2009,Critérium International,Saint-Cloud,G1,7f,Jan Vermeer,Colm O'Donoghue,Aidan O'Brien,
France,2009,Critérium de Saint-Cloud,Saint-Cloud,G1,1m 2f,Passion for Gold,Frankie Dettori,Saeed bin Suroor,
France,2009,Prix d'Harcourt,Longchamp,G2,1m 2f,Trincot,Stéphane Pasquier,Philippe Demercastel,
France,2009,Prix du Muguet,Saint-Cloud,G2,1m,Vertigineux,Philippe Sogorb,Carole Dufrèche,
France,2009,Prix Greffulhe,Saint-Cloud,G2,1m 2f,Cutlass Bay,Frankie Dettori,André Fabre,
France,2009,Prix Corrida,Saint-Cloud,G2,1m 2½f,Alpine Rose,Gérald Mossé,Alain de Royer-Dupré,
France,2009,Prix Vicomtesse Vigier,Longchamp,G2,1m 7f,Americain,Olivier Peslier,André Fabre,
France,2009,Prix de Sandringham,Chantilly,G2,1m,Homebound,Christophe Lemaire,Jean-Claude Rouget,
France,2009,Prix du Gros Chêne,Chantilly,G2,5f,Tax Free,Adrian Nicholls,David Nicholls,
France,2009,Grand Prix de Chantilly,Chantilly,G2,1m 4f,Scintillo,Richard Hughes,Richard Hannon,
France,2009,Prix Hocquart,Chantilly,G2,1m 4f,Wajir,Anthony Crastus,Élie Lellouche,
France,2009,Prix de Malleret,Saint-Cloud,G2,1m 4f,Ashalanda,Freddy di Fede,Alain de Royer-Dupré,
France,2009,Prix Maurice de Nieuil,Longchamp,G2,1m 6f,Voila Ici,Mirco Demuro,Vittorio Caruso,
France,2009,Prix Eugène Adam,Maisons-Laffitte,G2,1m 2f,Debussy,Jimmy Fortune,John Gosden,
France,2009,Prix Robert Papin,Maisons-Laffitte,G2,​5 1⁄2 furlongs,Special Duty,Stéphane Pasquier,Criquette Head,
France,2009,Prix Guillaume d'Ornano,Deauville,G3,1m 2f,Sri Putra,Frankie Dettori,Michael Jarvis,
France,2009,Prix du Calvados,Deauville,G3,7f,Joanna,Dario Vargiu,Bruno Grizzetti,
France,2009,Prix de la Nonette,Deauville,G3,1m 2f,Charity Belle,Frankie Dettori,John Gosden,
France,2009,Prix Kergorlay,Deauville,G2,1m 7f,Schiaparelli,Frankie Dettori,Saeed bin Suroor,
France,2009,Prix de Pomone,Deauville,G2,1 4½f ,Armure,Gérald Mossé,Alain de Royer-Dupré,
France,2009,Grand Prix de Deauville,Deauville,G2,1 4½f ,Jukebox Jury,Royston Ffrench,Mark Johnston,
France,2009,Prix Foy,Longchamp,G2,1m 4f,Spanish Moon,Ryan Moore,Sir Michael Stoute,
France,2009,Prix Niel,Longchamp,G2,1m 4f,Cavalryman,Frankie Dettori,André Fabre,
France,2009,Prix Chaudenay,Longchamp,G2,1m 7f,Manighar,Gérald Mossé,Alain de Royer-Dupré,
France,2009,Prix Dollar,Longchamp,G2,"1,950",Pipedreamer,Dominique Boeuf,John Gosden,
France,2009,Prix Daniel Wildenstein,Longchamp,G2,1m,Tamazirte,Christophe Soumillon,Jean-Claude Rouget,
France,2009,Critérium de Maisons-Laffitte,Maisons-Laffitte,G2,6f,Our Jonathan,Jamie Spencer,Kevin Ryan,
France,2009,Prix du Conseil de Paris,Longchamp,G2,1m 4f,Cirrus des Aigles,Franck Blondel,Corine Barande-Barbe,
France,2009,Prix Exbury,Saint-Cloud,G3,1m 2f,Court Canibal,Olivier Peslier,Mikel Delzangles,
France,2009,Prix Edmond Blanc,Saint-Cloud,G3,1m,Gris de Gris,Gérald Mossé,Alain de Royer-Dupré,
France,2009,Prix La Force,Longchamp,G3,1m 1f,On Est Bien,Anthony Crastus,Élie Lellouche,
France,2009,Prix Vanteaux,Longchamp,G3,"1,850",Denomination,Dominique Boeuf,Criquette Head,
France,2009,Prix de Fontainebleau,Longchamp,G3,1m,Silver Frost,Olivier Peslier,Yves de Nicolay,
France,2009,Prix de la Grotte,Longchamp,G3,1m,Tamazirte,Christophe Lemaire,Jean-Claude Rouget,
France,2009,Prix Noailles,Longchamp,G2,1m 2½f,Grandcamp,Christophe Lemaire,Jean-Claude Rouget,
France,2009,Prix Allez France,Chantilly,G3,1m 2f,Shemima,Christophe Soumillon,Alain de Royer-Dupré,
France,2009,Prix de Barbeville,Longchamp,G3,1m 7f,Pointilliste,Anthony Crastus,Élie Lellouche,
France,2009,Prix Penelope,Saint-Cloud,G3,1m 2½f,Celimene,Yann Lerner,Carlos Lerner,
France,2009,Prix d'Hédouville,Longchamp,G3,1m 4f,Magadan,Anthony Crastus,Élie Lellouche,
France,2009,Prix de Guiche,Chantilly,G3,1m 1f,Calvados Blues,Gérald Mossé,Philippe Demercastel,
France,2009,Prix de Saint-Georges,Longchamp,G3,5f,Mood Music,Maxime Guyon,Mario Hofer,
France,2009,Prix Cléopâtre,Saint-Cloud,G3,1m 2½f,Flying Cloud,Maxime Guyon,André Fabre,
France,2009,Prix du Lys,Chantilly,G3,1m 4f,Claremont,Maxime Guyon,André Fabre,
France,2009,Prix du Palais-Royal,Longchamp,G3,7f,Dunkerque,Dominique Boeuf,Criquette Head,
France,2009,Prix de Royaumont,Chantilly,G3,1m 4f,Quetsche,Christophe Lemaire,Jean-Claude Rouget,
France,2009,La Coupe,Longchamp,G3,1m 2f,Stotsfold,Adam Kirby,Walter Swinburn,
France,2009,Prix de Chemin du Fer du Nord,Chantilly,G3,1m,Beacon Lodge,Gérald Mossé,Clive Cox,
France,2009,Prix Paul de Moussac,Chantilly,G3,1m,Oiseau de Feu,Christophe Lemaire,Jean-Claude Rouget,
France,2009,Prix de la Porte Maillot,Longchamp,G3,7f,Smooth Operator,Maxime Guyon,Mario Hofer,
France,2009,Prix du Bois,Deauville,G3,5f,Dolled Up,Olivier Peslier,Robert Collet,
France,2009,Prix Chloe,Chantilly,G3,1m 1f,Wilside,Olivier Peslier,Mikel Delzangles,
