match_id,team1,team2,venue,city,country,toss_winner,toss_elected,year
2831,,,Sher-e-Bangla National Cricket Stadium,Mirpur,Bangladesh,Bangladesh,"Bangladesh, who chose to bat",2011
2832,,,Sher-e-Bangla National Cricket Stadium,Mirpur,Bangladesh,South Africa,"South Africa, who chose to bat",2011
2833,,,Zahur Ahmed Chowdhury Stadium,Chittagong,Bangladesh,South Africa,"South Africa, who chose to bat",2011
2856,,,Wellington Regional Stadium,Wellington,New Zealand,New Zealand,"New Zealand, who chose to field",2011
2857,,,McLean Park,Napier,New Zealand,New Zealand,"New Zealand, who chose to bat",2011
2859,,,Headingley,Leeds,England,Australia,"Australia, who chose to bat",2011
2860,,,Edgbaston,Birmingham,England,New Zealand,"New Zealand, who chose to bat",2011
2861,,,Lord's,London,England,England,"England, who chose to bat",2011
2862,,,Old Trafford,Manchester,England,West Indies,"West Indies, who chose to field",2011
2863,,,The Oval,London,England,Sri Lanka,"Sri Lanka, who chose to field",2011
2864,,,Headingley,Leeds,England,East Africa,"East Africa, who chose to bat",2011
2865,,,Trent Bridge,Nottingham,England,New Zealand,"New Zealand, who chose to field",2011
2866,,,Edgbaston,Birmingham,England,Pakistan,"Pakistan, who chose to bat",2011
2867,,,The Oval,London,England,West Indies,"West Indies, who chose to field",2011
2868,,,Edgbaston,Birmingham,England,East Africa,"East Africa, who chose to field",2011
2869,,,Old Trafford,Manchester,England,India,"India, who chose to bat",2011
2870,,,Trent Bridge,Nottingham,England,Sri Lanka,"Sri Lanka, who chose to field",2011
2871,,,Headingley,Leeds,England,Australia,"Australia, who chose to field",2011
2872,,,The Oval,London,England,West Indies,"West Indies, who chose to field",2011
2873,,,Lord's,London,England,Australia,"Australia, who chose to field",2011
2875,,,Headingley,Leeds,England,Canada,"Canada, who chose to bat",2011
2876,,,Lord's,London,England,England,"England, who chose to field",2011
2877,,,Edgbaston,Birmingham,England,West Indies,"West Indies, who chose to field",2011
2878,,,Trent Bridge,Nottingham,England,New Zealand,"New Zealand, who chose to field",2011
2879,,,Trent Bridge,Nottingham,England,Australia,"Australia, who chose to field",2011
2880,,,Old Trafford,Manchester,England,Canada,"Canada, who chose to bat",2011
2881,,,Headingley,Leeds,England,New Zealand,"New Zealand, who chose to field",2011
2882,,,The Oval,London,England,,,2011
2883,,,Edgbaston,Birmingham,England,Australia,"Australia, who chose to field",2011
2884,,,Headingley,Leeds,England,Pakistan,"Pakistan, who chose to field",2011
2885,,,Old Trafford,Manchester,England,India,"India, who chose to field",2011
2886,,,Trent Bridge,Nottingham,England,New Zealand,"New Zealand, who chose to field",2011
2887,,,Old Trafford,Manchester,England,New Zealand,"New Zealand, who chose to field",2011
2888,,,The Oval,London,England,Pakistan,"Pakistan, who chose to field",2011
2889,,,Lord's,London,England,England,"England, who chose to field",2011
2891,,,Trent Bridge,Nottingham,England,Australia,"Australia, who chose to field",2011
2892,,,The Oval,London,England,England,"England, who chose to bat",2011
2893,,,Old Trafford,Manchester,England,West Indies,"West Indies, who chose to field",2011
2894,,,St Helen's,Swansea,Wales,Sri Lanka,"Sri Lanka, who chose to field",2011
2895,,,Headingley,Leeds,England,Australia,"Australia, who chose to field",2011
2896,,,The County Ground,Taunton,England,England,"England, who chose to bat",2011
2897,,,Grace Road,Leicester,England,India,"India, who chose to field",2011
2898,,,Edgbaston,Birmingham,England,Pakistan,"Pakistan, who chose to field",2011
2899,,,Trent Bridge,Nottingham,England,Australia,"Australia, who chose to bat",2011
2900,,,Lord's,London,England,Pakistan,"Pakistan, who chose to bat",2011
2901,,,Bristol County Ground,Bristol,England,New Zealand,"New Zealand, who chose to field",2011
2902,,,County Ground,Worcester,England,West Indies,"West Indies, who chose to field",2011
2903,,,Edgbaston,Birmingham,England,England,"England, who chose to bat",2015
2904,,,The Oval,London,England,West Indies,"West Indies, who chose to bat",2015
2905,,,The Ageas Bowl,Southampton,England,Australia,"Australia, who chose to bat",2015
2906,,,Headingley,Leeds,England,Sri Lanka,"Sri Lanka, who chose to field",2015
2907,,,Lord's,London,England,Australia,"Australia, who chose to bat",2015
2908,,,Old Trafford,Manchester,England,Pakistan,"Pakistan, who chose to bat",2015
2909,,,The Nevill Ground,Tunbridge Wells,England,India,"India, who chose to bat",2015
2910,,,County Ground,Derby,England,Sri Lanka,"Sri Lanka, who chose to field",2015
2911,,,The Cloudfm County Ground,Chelmsford,England,India,"India, who chose to bat",2015
2912,,,Headingley,Leeds,England,England,"England, who chose to field",2015
2913,,,Trent Bridge,Nottingham,England,Pakistan,"Pakistan, who chose to bat",2015
2914,,,Edgbaston,Birmingham,England,Zimbabwe,"Zimbabwe, who chose to bat",2015
2915,,,Old Trafford,Manchester,England,England,"England, who chose to bat",2015
2916,,,The Oval,London,England,West Indies,"West Indies, who chose to field",2015
2917,,,Lord's,London,England,West Indies,"West Indies, who chose to field",2015
2919,,,Niaz Stadium,Hyderabad,Pakistan,Pakistan,"Pakistan, who chose to bat",2015
2920,,,M. A. Chidambaram Stadium,Chennai,India,India,"India, who chose to field",2015
2921,,,Jinnah Stadium,Gujranwala,Pakistan,England,"England, who chose to field",2015
2922,,,Lal Bahadur Shastri Stadium,Hyderabad,India,Zimbabwe,"Zimbabwe, who chose to field",2015
2923,,,Pindi Club Ground,Rawalpindi,Pakistan,England,"England, who chose to field",2015
2924,,,M. A. Chidambaram Stadium,Chennai,India,Zimbabwe,"Zimbabwe, who chose to field",2015
2925,,,National Stadium,Karachi,Pakistan,Sri Lanka,"Sri Lanka, who chose to field",2015
2926,,,M. Chinnaswamy Stadium,Bengaluru,India,New Zealand,"New Zealand, who chose to field",2015
2927,,,Gaddafi Stadium,Lahore,Pakistan,West Indies,"West Indies, who chose to bat",2015
2928,,,Wankhede Stadium,Mumbai,India,Zimbabwe,"Zimbabwe, who chose to bat",2015
2929,,,Arbab Niaz Stadium,Peshawar,Pakistan,England,"England, who chose to bat",2015
2930,,,Indore,Indore,India,New Zealand,"New Zealand, who chose to field",2015
2931,,,National Stadium,Karachi,Pakistan,Pakistan,"Pakistan, who chose to field",2015
2932,,,Modi Stadium,Kanpur,India,Sri Lanka,"Sri Lanka, who chose to field",2015
2933,,,Arun Jaitley Stadium,Delhi,India,Australia,"Australia, who chose to field",2015
2934,,,Eden Gardens,Kolkata,India,New Zealand,"New Zealand, who chose to field",2015
2935,,,Iqbal Stadium,Faisalabad,Pakistan,Pakistan,"Pakistan, who chose to bat",2015
2936,,,Sawai Mansingh Stadium,Jaipur,India,West Indies,"West Indies, who chose to field",2015
2937,,,Narendra Modi Stadium,Ahmedabad,India,India,"India, who chose to field",2015
2938,,,Chandigarh,Chandigarh,India,Australia,"Australia, who chose to bat",2015
2939,,,Barabati Stadium,Cuttack,India,Zimbabwe,"Zimbabwe, who chose to field",2015
2940,,,Pune,Pune,India,Sri Lanka,"Sri Lanka, who chose to bat",2015
2941,,,National Stadium,Karachi,Pakistan,West Indies,"West Indies, who chose to bat",2015
2942,,,Vidarbha Cricket Association Stadium,Nagpur,India,New Zealand,"New Zealand, who chose to bat",2015
2943,,,Gaddafi Stadium,Lahore,Pakistan,Australia,"Australia, who chose to bat",2015
2944,,,Wankhede Stadium,Mumbai,India,India,"India, who chose to field",2015
2945,,,Eden Gardens,Kolkata,India,Australia,"Australia, who chose to bat",2015
2947,,,Eden Park,Auckland,New Zealand,New Zealand,"New Zealand, who chose to bat",2015
2948,,,WACA,Perth,Australia,England,"England, who chose to bat",2015
2949,,,Pukekura Park,New Plymouth,New Zealand,Sri Lanka,"Sri Lanka, who chose to field",2015
2950,,,Melbourne Cricket Ground,Melbourne,Australia,West Indies,"West Indies, who chose to field",2015
2951,,,Seddon Park,Hamilton,New Zealand,New Zealand,"New Zealand, who chose to field",2015
2952,,,Sydney Cricket Ground,Sydney,Australia,Australia,"Australia, who chose to bat",2015
2953,,,Melbourne Cricket Ground,Melbourne,Australia,England,"England, who chose to field",2015
2954,,,Bellerive Oval,Hobart,Australia,Zimbabwe,"Zimbabwe, who chose to field",2019
2955,,,Ray Mitchell Oval,Mackay,Australia,Sri Lanka,"Sri Lanka, who chose to field",2019
2956,,,Eden Park,Auckland,New Zealand,South Africa,"South Africa, who chose to bat",2019
2957,,,The Gabba,Brisbane,Australia,Zimbabwe,"Zimbabwe, who chose to field",2019
2958,,,The Gabba,Brisbane,Australia,Australia,"Australia, who chose to bat",2019
2959,,,Adelaide Oval,Adelaide,Australia,England,"England, who chose to field",2019
2960,,,Basin Reserve,Wellington,New Zealand,Sri Lanka,"Sri Lanka, who chose to field",2019
2961,,,McLean Park,Napier,New Zealand,Zimbabwe,"Zimbabwe, who chose to field",2019
2962,,,Sydney Cricket Ground,Sydney,Australia,India,"India, who chose to bat",2019
2963,,,Lancaster Park,Christchurch,New Zealand,West Indies,"West Indies, who chose to field",2019
2964,,,Sydney Cricket Ground,Sydney,Australia,Australia,"Australia, who chose to bat",2019
2965,,,Seddon Park,Hamilton,New Zealand,India,"India, who chose to bat",2019
2966,,,Adelaide Oval,Adelaide,Australia,Australia,"Australia, who chose to field",2019
2967,,,Eden Park,Auckland,New Zealand,New Zealand,"New Zealand, who chose to field",2019
2968,,,The Gabba,Brisbane,Australia,Pakistan,"Pakistan, who chose to field",2019
2969,,,Eastern Oval,Ballarat,Australia,England,"England, who chose to bat",2019
2970,,,Basin Reserve,Wellington,New Zealand,India,"India, who chose to bat",2019
2971,,,Manuka Oval,Canberra,Australia,South Africa,"South Africa, who chose to field",2019
2972,,,WACA,Perth,Australia,Pakistan,"Pakistan, who chose to bat",2019
2973,,,Carisbrook,Dunedin,New Zealand,New Zealand,"New Zealand, who chose to field",2019
2974,,,Melbourne Cricket Ground,Melbourne,Australia,England,"England, who chose to field",2019
2975,,,Berri Oval,Berri,Australia,Sri Lanka,"Sri Lanka, who chose to field",2019
2976,,,Bellerive Oval,Hobart,Australia,Australia,"Australia, who chose to bat",2019
2977,,,Basin Reserve,Wellington,New Zealand,New Zealand,"New Zealand, who chose to field",2019
2978,,,Adelaide Oval,Adelaide,Australia,South Africa,"South Africa, who chose to field",2019
2979,,,WACA,Perth,Australia,Sri Lanka,"Sri Lanka, who chose to bat",2019
2980,,,Lancaster Park,Christchurch,New Zealand,Pakistan,"Pakistan, who chose to field",2019
2981,,,Melbourne Cricket Ground,Melbourne,Australia,Australia,"Australia, who chose to bat",2019
2982,,,Lavington Sports Oval,Albury,Australia,England,"England, who chose to field",2019
2983,,,Eden Park,Auckland,New Zealand,New Zealand,"New Zealand, who chose to bat",2019
2984,,,Sydney Cricket Ground,Sydney,Australia,South Africa,"South Africa, who chose to field",2019
2985,,,Melbourne Cricket Ground,Melbourne,Australia,Pakistan,"Pakistan, who chose to bat",2019
2987,,,Narendra Modi Stadium,Ahmedabad,India,England,"England, who chose to field",2019
2988,,,Lal Bahadur Shastri Stadium,Hyderabad,India,Zimbabwe,"Zimbabwe, who chose to bat",2019
2989,,,Rawalpindi Cricket Stadium,Rawalpindi,Pakistan,United Arab Emirates,"United Arab Emirates, who chose to field",2019
2990,,,R Premadasa Stadium,Colombo,Sri Lanka,,,2019
2991,,,Reliance Cricket Stadium,Vadodara,India,New Zealand,"New Zealand, who chose to bat",2019
2992,,,Barabati Stadium,Cuttack,India,India,"India, who chose to field",2019
2993,,,Arbab Niaz Stadium,Peshawar,Pakistan,United Arab Emirates,"United Arab Emirates, who chose to bat",2019
2994,,,Iqbal Stadium,Faisalabad,Pakistan,New Zealand,"New Zealand, who chose to bat",2019
2995,,,Sinhalese Sports Club Ground,Colombo,Sri Lanka,Zimbabwe,"Zimbabwe, who chose to bat",2019
2996,,,Captain Roop Singh Stadium,Gwalior,India,West Indies,"West Indies, who chose to bat",2019
2997,,,Arbab Niaz Stadium,Peshawar,Pakistan,England,"England, who chose to bat",2019
2998,,,Visakhapatnam,Visakhapatnam,India,Kenya,"Kenya, who chose to field",2019
2999,,,Jinnah Stadium,Gujranwala,Pakistan,Pakistan,"Pakistan, who chose to field",2019
3000,,,Rawalpindi Cricket Stadium,Rawalpindi,Pakistan,South Africa,"South Africa, who chose to bat",2019
3001,,,R Premadasa Stadium,Colombo,Sri Lanka,,,2019
3002,,,Moin-ul-Haq Stadium,Patna,India,Zimbabwe,"Zimbabwe, who chose to bat",2019
3003,,,Gaddafi Stadium,Lahore,Pakistan,Netherlands,"Netherlands, who chose to bat",2023
3004,,,Wankhede Stadium,Mumbai,India,Australia,"Australia, who chose to bat",2023
3005,,,Moin-ul-Haq Stadium,Patna,India,Zimbabwe,"Zimbabwe, who chose to field",2023
3006,,,Iqbal Stadium,Faisalabad,Pakistan,United Arab Emirates,"United Arab Emirates, who chose to field",2023
3007,,,Pune,Pune,India,West Indies,"West Indies, who chose to field",2023
3008,,,National Stadium,Karachi,Pakistan,Pakistan,"Pakistan, who chose to bat",2023
3009,,,Vidarbha Cricket Association Stadium,Nagpur,India,Zimbabwe,"Zimbabwe, who chose to bat",2023
3010,,,Gaddafi Stadium,Lahore,Pakistan,United Arab Emirates,"United Arab Emirates, who chose to field",2023
3011,,,Arun Jaitley Stadium,Delhi,India,Sri Lanka,"Sri Lanka, who chose to field",2023
3012,,,National Stadium,Karachi,Pakistan,England,"England, who chose to bat",2023
3013,,,Sawai Mansingh Stadium,Jaipur,India,Australia,"Australia, who chose to bat",2023
3014,,,Rawalpindi Cricket Stadium,Rawalpindi,Pakistan,South Africa,"South Africa, who chose to bat",2023
3015,,,Asgiriya Stadium,Kandy,Sri Lanka,Kenya,"Kenya, who chose to field",2023
3016,,,Modi Stadium,Kanpur,India,Zimbabwe,"Zimbabwe, who chose to field",2023
3017,,,Gaddafi Stadium,Lahore,Pakistan,New Zealand,"New Zealand, who chose to field",2023
3018,,,M. Chinnaswamy Stadium,Bengaluru,India,India,"India, who chose to bat",2023
3019,,,Iqbal Stadium,Faisalabad,Pakistan,England,"England, who chose to bat",2023
3020,,,M. A. Chidambaram Stadium,Chennai,India,New Zealand,"New Zealand, who chose to bat",2023
3021,,,National Stadium,Karachi,Pakistan,West Indies,"West Indies, who chose to bat",2023
3022,,,Eden Gardens,Kolkata,India,India,"India, who chose to field",2023
3023,,,IS Bindra Stadium,Mohali,India,Australia,"Australia, who chose to bat",2023
3024,,,Gaddafi Stadium,Lahore,Pakistan,Sri Lanka,"Sri Lanka, who chose to field",2023
3026,,,Lord's,London,England,England,"England, who chose to field",2023
3027,,,The 1st Central County Ground,Hove,England,India,"India, who chose to bat",2023
3028,,,The County Ground,Taunton,England,Zimbabwe,"Zimbabwe, who chose to field",2023
3029,,,County Ground,Worcester,England,Australia,"Australia, who chose to field",2023
3030,,,Bristol County Ground,Bristol,England,Pakistan,"Pakistan, who chose to bat",2023
3031,,,The Cloudfm County Ground,Chelmsford,England,New Zealand,"New Zealand, who chose to field",2023
3032,,,St Lawrence Ground,Canterbury,England,England,"England, who chose to field",2023
3033,,,Grace Road,Leicester,England,India,"India, who chose to field",2023
3034,,,The County Ground,Northampton,England,Sri Lanka,"Sri Lanka, who chose to field",2023
3035,,,Cardiff Wales Stadium,Cardiff,Wales,Australia,"Australia, who chose to bat",2023
3036,,,Emirates Riverside,Chester-le-Street,England,Scotland,"Scotland, who chose to field",2023
3037,,,Castle Avenue,Dublin,Ireland,Bangladesh,"Bangladesh, who chose to bat",2023
3038,,,The Oval,London,England,England,"England, who chose to field",2023
3039,,,County Ground,Worcester,England,Sri Lanka,"Sri Lanka, who chose to field",2023
3040,,,Headingley,Leeds,England,Australia,"Australia, who chose to field",2023
3041,,,Bristol County Ground,Bristol,England,Kenya,"Kenya, who chose to field",2023
3042,,,The Ageas Bowl,Southampton,England,West Indies,"West Indies, who chose to field",2023
3043,,,Grange Cricket Club Ground,Edinburgh,Scotland,Scotland,"Scotland, who chose to field",2023
3044,,,Trent Bridge,Nottingham,England,England,"England, who chose to field",2023
3045,,,VRA Cricket Ground,Amstelveen,Netherlands,South Africa,"South Africa, who chose to field",2023
3046,,,The County Ground,Taunton,England,Sri Lanka,"Sri Lanka, who chose to field",2023
3047,,,Emirates Riverside,Chester-le-Street,England,Australia,"Australia, who chose to field",2023
3048,,,Grace Road,Leicester,England,Scotland,"Scotland, who chose to bat",2023
3049,,,County Ground,Derby,England,New Zealand,"New Zealand, who chose to field",2023
3050,,,Edgbaston,Birmingham,England,England,"England, who chose to field",2023
3051,,,The Cloudfm County Ground,Chelmsford,England,Zimbabwe,"Zimbabwe, who chose to bat",2023
